F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-1.23,4.0363,-11.609,1706.39,-5.7768,2715.194,3.7584,-2.5851,0,-2712.25,11790.3,1,185.62,6.5852,-44243.01,-8.3034,3303.75,3261.54,18.573,-2.262,,FALSE
-1.23,5.266,-12.105,1697.48,-7.85,2798.81,6.498,-1.3581,0,-2444.48,12846,0,165.504,10.832,-44181.414,-7.7474,109.59,2092.14,9.6714,-1.740539,-14.48,FALSE
-4.23,5.749,-13.9424,1699.75,-5.65,2641.77,5.955,-0.7239,0,-2553.69,13115.7,1,164.8,7.8636,-44193.54,-8.0366,4788.75,3564.14,9.29574,-1.8665,-14.64,TRUE
-4.23,5.17,-20.433,1906.58,-7.456,2905.58,3.8403,-0.4674,1,-2479.2,12498.6,1,179.692,6.9926,-44148.339,-7.7155,-1099.05,1684.68,9.8442,-2.331,,FALSE
-1.23,3.5557,-17.009,2170.88,-5.40922,3828.78,4.9287,-0.7962,0,-3287.05,5860.2,0,170.204,6.4152,-44385.87,-8.4094,564.15,2041.94,9.5061,-3.1736,,TRUE
-1.23,5.296,-13.02,1750.04,-8.658,2362.68,3.9918,-1.0641,0,-2574.33,8922.6,0,236.92,6.6388,-42150.93,-16.256,-17.13,1746.52,10.116,-2.379,-15.74,TRUE
-1.23,4.881,-14.048,1699.28,-9.686,3539.38,6.522,-2.7315,0,-2415.8,11681.82,1,170.67,6.4912,-44239.26,-11.03,-384.33,1824.436,16.518,-1.9694,,FALSE
-1.23,4.45,-20.922,1712.57,-6.7008,2988.98,2.394,-5.703,1,-2637.95,10589.1,1,198.5,7.2052,-44383.5,-11.446,232.05,2240.94,10.6335,-1.88702,,TRUE
-4.23,5.126,-25.62,2204.88,-10.058,3345.58,2.724,-0.5715,0,-2470.65,11123.4,1,210.06,7.2102,-44101.98,-11.868,-258.87,1971.74,12.426,-5.876,,TRUE
-1.23,3.9614,-11.335,1700.76,-7.0988,2661.99,4.0116,-3.663,1,-2730.65,11721.99,0,170.81,7.7518,-44174.229,-8.4052,1824.15,1776.72,10.7022,-4.944,-15.07,FALSE
-4.23,4.3535,-19.87,1690.02,-8.894,5890.78,5.2254,-8.196,1,-2511.207,6436.2,1,168.554,6.08982,-44288.61,-10.622,-138.627,1897.1,9.5961,-3.035,,FALSE
-1.23,4.2787,-0.59,1673.706,-7.368,3175.38,5.2539,-6.321,0,-2345.25,17329.2,0,168.634,6.7062,-44151.615,-9.804,-276.27,1903.88,9.4125,-4.16,-13.49,FALSE
-4.23,3.5905,-30.15,1653.81,-7.794,2502.88,3.2145,-2.3877,1,-2918.45,11531.34,1,189.94,7.3846,-44204.19,-8.616,1826.25,2012.76,12.558,-4.02,,FALSE
-1.23,4.27,-18.893,1849.18,-5.8934,2618.63,3.1173,-0.8775,1,-2811.85,12637.5,0,167.544,8.64,-44076.36,-9.3918,1711.35,2251.14,10.8924,-1.90618,-14.66,FALSE
-1.23,5.564,-13.8735,2274.58,-6.2816,2710.741,2.7795,-0.32637,0,-2554.69,10852.8,0,187.86,7.0792,-44353.26,-9.3988,470.25,1939.6,12.084,-5.036,,TRUE
-4.23,4.0437,-3.56,1863.38,-10.312,3109.68,8.109,-0.99,0,-2382.85,13247.4,1,165.126,7.3994,-44218.23,-9.58,-333.72,1856.21,9.6765,-4.018,-14.76,FALSE
-4.23,3.8916,-20.697,1737.43,-7.488,2932.68,4.0683,-3.129,0,-2771.55,12010.8,0,168.916,6.6842,-44227.8,-8.2746,1921.05,1795.52,11.2521,-2.4352,-13.64,FALSE
-4.23,4.1553,-18.479,1706.34,-6.1484,3070.18,3.24,-2.7948,1,-2444.4,11457.96,0,168.368,7.141,-44110.95,-8.657,229.05,2750.14,15.774,-2.3324,,TRUE
-4.23,3.5618,-14.5891,1765.79,-5.999,2995.88,3.2862,-4.557,0,-3686.65,17692.2,0,166.57,8.05,-44218.89,-8.0086,3204.75,1489.14,9.4482,-1.77776,,FALSE
-4.23,5.414,-7.53,1727.49,-6.5892,4221.78,4.3614,-0.4518,0,-2436.93,11876.55,1,165.524,6.2616,-44098.08,-16.25,-152.2128,2351.74,15.342,-3.88,-14.06,TRUE
-4.23,3.5456,-18.748,1920.08,-5.9144,3139.78,4.4184,-1.2201,1,-3102.05,2854.2,0,182,7.2804,-44107.29,-16.71,-50.52,3181.14,9.4434,-2.5808,,TRUE
-4.23,5.26,-5.324,1757.78,-6.0858,1214.78,6.783,-1.1823,1,-2627.25,11885.85,0,196.82,6.16276,-44130.183,-11.33,635.85,2084.74,14.634,-1.747462,,TRUE
-1.23,3.503,-18.239,1480.68,-8.458,2627.13,3.8064,-1.2582,1,-1463.65,11376.96,0,189.46,8.634,-43880.43,-11.012,143.76,2152.94,13.818,-1.9926,,TRUE
-4.23,3.45363,-9.393,1552.48,-6.2238,2585.78,2.5947,-1.7499,0,-1126.65,19378.2,1,167.326,9.2,-44143.758,-8.3786,928.05,1641.72,9.31473,-1.744652,,FALSE
-1.23,3.8686,-11.064,1851.28,-6.1618,2646.02,3.5928,-0.5682,1,-2846.85,10897.8,0,163.174,8.024,-44125.8,-12.002,349.35,2635.34,13.539,-1.9458,-14.93,TRUE
-1.23,3.8304,-19.518,1694.09,-5.7904,2699.55,2.59356,-6.096,0,-2834.05,11651.205,0,173.932,7.4824,-44154.324,-8.7002,1401.75,1798.16,17.268,-2.9882,-15.38,FALSE
-4.23,3.8178,-8.053,1648.3,-6.822,2631.36,7.698,-4.23,0,-2294.85,11282.1,0,184.3,7.7464,-44122.32,-7.9746,-37.05,1816.64,14.019,-6.31,-17.17,TRUE
-4.23,5.244,-13.3588,1620.47,-6.8716,1806.68,3.4161,-4.38,0,-2433.4,11117.7,1,178.236,6.2166,-44129.82,-7.69492,4806.75,2333.74,11.811,-1.78266,,TRUE
-1.23,3.7637,-15.582,1643.94,-6.6858,2579.88,2.7837,-5.247,1,-2184.35,12132.6,0,216.84,7.5146,-43979.94,-10.006,-41.25,1676.34,12.855,-1.89714,,FALSE
-4.23,3.9881,-10.076,2305.28,-7.1282,2754.38,3.5427,-0.40743,0,-2662.85,10914,1,164.828,12.7,-44378.52,-8.404,1440.75,2211.94,12.258,-4.54,-15.7,TRUE
-1.23,3.9019,-2.2,1698.88,-6.8618,2676.96,7.923,-6.261,1,-3000.45,12271.5,0,177.862,6.6494,-44098.32,-8.1372,6090.75,2301.74,12.849,-4.96,,FALSE
-1.23,6.046,-10.51,1657.1,-5.6476,2738.14,8.607,-3.0186,1,-2491.34,11726.64,1,175.428,6.9588,-44212.02,-9.1596,391.35,3158.14,12.993,-2.3914,,TRUE
-1.23,3.9369,-17.201,1689.71,-7.378,2827.88,7.566,-13.167,0,-2638.05,13711.2,1,176.128,9.802,-44174.01,-8.9128,346.35,1788.82,9.4815,-1.81948,-14.6,FALSE
-1.23,4.882,-21.066,1726.91,-5.4994,3478.48,2.5185,-1.5657,0,-2422.61,-571.8,1,190.98,6.4818,-44137.428,-8.6186,-1318.05,1518.34,9.30153,-2.3768,,TRUE
-1.23,3.7757,-9.838,1526.48,-6.9958,2705.1,6.744,-0.4746,0,-2274.55,13653.9,0,160.61198,8.432,-43720.53,-7.8876,431.55,1767.02,9.4869,-5.768,,FALSE
-4.23,5.834,-15.598,1719.47,-8.352,2224.88,7.14,-3.894,0,-2613.75,2191.2,1,164.828,6.311,-44296.8,-7.9708,5520.75,1845.644,9.3486,-2.6654,,FALSE
-4.23,4.515,-23.209,1907.48,-5.939,2954.08,2.36055,-1.476,1,-2700.75,10470,0,200.62,7.6616,-44329.14,-8.042,4047.75,2945.34,11.2929,-2.5612,-15.22,TRUE
-4.23,4.537,-26.51,1871.08,-6.6126,3061.98,4.6467,-2.0586,0,-2679.15,12099,0,162.564,7.8272,-44163.741,-7.7017,15714.75,2272.14,12.621,-4.868,,FALSE
-4.23,4.675,-13.5198,1842.88,-6.369,2911.38,4.8936,-1.6992,1,-2612.95,12129.9,0,163.744,8.306,-44956.53,-9.71,608.55,2365.54,10.3044,-2.0584,-15.36,TRUE
-4.23,7.213,-10.197,2642.38,-6.2196,4083.78,5.646,-0.5136,0,-2549.11,11881.17,0,193.66,6.3674,-44173.215,-8.9112,603.15,1565.74,16.896,-1.7726,-15.72,FALSE
-1.23,4.085,-14.8698,1688.55,-5.9968,2606.58,4.3587,-4.971,0,-2838.45,12199.8,0,163.732,9.234,-44197.98,-10.56,812.85,1733.24,11.3022,-2.7482,,FALSE
-4.23,3.44465,-4.416,1767.72,-7.82,2974.28,2.59365,-2.8761,0,-5842.65,11138.4,1,163.312,7.1716,-44138.241,-9.505,719.55,2090.54,15.687,-1.8089,,TRUE
-1.23,3.5993,-10.634,1505.28,-6.0024,2507.98,7.734,-1.8921,0,-1879.85,5572.2,0,160.72424,8.122,-44080.29,-8.0488,1620.75,3087.14,9.585,-2.0792,,TRUE
-1.23,4.0823,-17.521,1725.61,-7.0468,1927.38,2.45847,-2.5584,0,-2784.85,10790.1,0,168.626,6.16826,-44240.64,-9.3338,958.35,1914.14,12.339,-2.0838,,TRUE
-4.23,3.6839,-12.373,1719.87,-5.8222,2691.71,3.771,-4.221,0,-3241.55,-1573.8,0,183.82,10.386,-44216.91,-11.104,292.35,1162.14,9.26361,-3.031,,TRUE
-4.23,4.1343,-14.30556,1676.763,-7.444,3351.58,4.4196,-5.901,1,-2330.85,12183,0,166.852,6.5714,-44168.727,-9.3914,-212.55,1980.7,12.684,-3.928,-15.39,TRUE
-1.23,4.646,-15.45,1901.18,-7.2248,2929.48,3.0048,-1.7607,1,-2570.5,4603.2,1,174.188,9.62,-44199.6,-13.946,-135.387,1946.62,9.31524,-2.003,-14.5,FALSE
-4.23,3.46915,-20.422,1731.29,-5.576,3036.98,5.2557,-3.96,0,-1867.55,11978.1,0,165.466,8.176,-44264.61,-10.592,-199.65,2636.34,12.573,-1.92798,,FALSE
-1.23,3.46292,-15.831,1741.69,-6.5872,2501.28,4.3002,-1.4652,1,-4634.65,13353.6,1,182.92,6.7944,-44145.603,-11.982,345.15,1808.46,9.8208,-2.1086,,FALSE
-1.23,4.521,-13.6298,1850.88,-6.6176,3812.78,4.3032,-2.1048,0,-2659.15,12003.9,0,183.98,6.4088,-44099.79,-7.8308,4620.75,1671.9,12.525,-2.0878,-13.71,FALSE
-1.23,3.9084,-19.042,1865.48,-7.1298,2956.68,3.8181,-1.1655,0,-2411.35,12002.1,1,167.716,8.456,-45651.93,-7.9386,-498.15,1909.02,12.375,-1.740738,-13.7,FALSE
-4.23,3.9895,-11.374,1664.175,-8.37,2923.28,4.2306,-5.535,1,-2436.44,11613.294,0,180.84,6.16102,-44091.51,-11.788,92.22,2065.94,11.1546,-2.3028,-16.02,TRUE
-4.23,3.48356,-8.639,3341.48,-5.36886,2936.08,10.929,-0.36255,0,-5262.65,13101.6,0,164.258,8.162,-44272.77,-9.872,1120.95,10607.54,10.0869,-2.6332,,FALSE
-1.23,3.7787,-17.284,1663.637,-6.5458,2711.185,4.0236,-9.3,0,-2356.85,11460.39,1,165.664,9.042,-44235.06,-10.42,139.2,2386.54,16.56,-1.86358,,FALSE
-1.23,6.134,-19.728,2403.58,-6.722,2815.84,6.849,-0.5967,1,-2589.06,11566.5,0,162.3558,9.624,-44165.304,-8.078,3474.75,1957.12,10.7076,-3.79,-14.32,FALSE
-1.23,3.9288,-12.767,1704.38,-6.0776,4899.78,2.319717,-4.161,0,-2468.84,12318.9,0,177.978,6.1178,-44124.3,-9.0392,-70.74,1577.14,10.4055,-1.7405454,,FALSE
-1.23,3.5909,-11.958,1724.02,-5.45998,2918.08,3.9234,-4.134,0,-3236.85,9613.5,0,166,7.3382,-44158.29,-10.05,532.35,5611.54,10.2786,-1.7400899,,TRUE
-4.23,3.599,-17.077,110.48,-7.76,2508.38,3.0186,-0.32154,0,-1441.65,11629.848,1,210.8,7.2872,-43703.73,-10.094,-202.02,1954.9,14.886,-2.7292,-12.93,FALSE
-4.23,3.6321,-16.94,1742.17,-10.906,2551.98,3.7095,-0.8403,0,-3221.75,12032.7,0,174.89,7.5542,-44092.92,-8.3116,3591.75,1914.78,10.9413,-3.6434,,FALSE
-4.23,4.3393,-16.382,1744.18,-6.9832,2929.18,10.308,-4.461,1,-2626.15,11264.4,1,174.898,8.824,-44150.412,-7.9024,2054.55,2180.74,18.201,-3.2734,-15.85,TRUE
-4.23,3.9364,-2.45,1745.01,-7.235,3521.48,2.40717,-5.88,1,-2854.15,10996.2,1,171.404,6.8534,-44223.18,-9.78,244.35,2099.14,16.242,-6.472,,TRUE
-4.23,4.165,-11.93,2137.38,-7.344,2226.38,4.3863,-0.34539,0,-2724.75,12491.4,1,173.132,6.3532,-44163.702,-8.0642,4830.75,1865,11.2377,-1.79994,-15.3,TRUE
-4.23,5.161,-13.4918,1649.69,-5.4107,2696.41,4.6629,-7.824,1,-2438.36,10887,0,184.8,10.34,-44893.23,-8.7378,361.35,7901.54,11.1309,-2.0322,,TRUE
-4.23,4.481,-11.054,1761.87,-6.632,3050.88,4.9581,-1.2264,1,-2436.64,6004.2,1,185.2,6.9774,-44159.674,-14.032,-260.43,1845.49,9.6078,-2.1926,-13.98,FALSE
-1.23,3.5365,-13.6589,1673.678,-10.936,2348.28,4.9314,-3.558,1,-3177.25,9671.7,1,200.02,6.939,-44207.1,-13.286,63.96,1785.22,10.3863,-1.9904,-14.25,FALSE
-4.23,4.043,-12.211,1976.38,-7.1196,2812.23,4.2102,-0.8625,1,-2629.85,11352.87,0,169.932,10.114,-44086.56,-8.3608,980.85,2091.34,15.816,-1.7764,-16.77,TRUE
-4.23,3.6675,-14.26519,2188.98,-8.834,2744.37,2.56632,-0.5202,1,-3282.15,9212.4,1,203.5,9.152,-44265.12,-9.4276,1244.85,2080.74,9.8073,-2.4008,-15.69,TRUE
-4.23,3.8056,-11.954,1692.86,-5.9432,2813.79,3.4041,-4.83,0,-2503.586,13393.2,1,184.52,7.4418,-44084.25,-7.9188,740.85,1262.94,9.5691,-2.127,,FALSE
-4.23,4.2195,-18.501,1673.055,-6.6846,4492.78,2.9472,-6.09,0,-2359.45,11727.45,1,195.24,6.13498,-43748.43,-11.068,-205.41,1999.34,15.084,-2.7592,-14.89,TRUE
-1.23,3.8152,-13.2836,1760.39,-5.9346,2917.98,2.7249,-2.8026,1,-2655.15,11236.8,1,165.92,7.9506,-44115.72,-10.104,-30.42,1757.26,13.788,-1.9536,-15.08,FALSE
-4.23,3.5359,-13.7142,1683.19,-8.222,3123.18,3.6591,-1.7832,0,-1588.65,12720,0,172.452,6.8754,-43830.03,-12.082,-157.995,2025,9.831,-3.744,-13.48,FALSE
-4.23,4.803,-21.32,1665.027,-8.056,2679.29,7.122,-0.7923,1,-2501.23,17347.2,1,178.596,9.42,-44252.04,-9.509,186.15,1674.68,9.3525,-1.85244,,FALSE
-1.23,3.7718,-7.891,1736.22,-7.1228,2651.16,4.9194,-0.9363,1,-2578.27,12087.9,1,179.304,6.3412,-43455.03,-10.196,193.65,1774.02,10.0434,-1.741675,,FALSE
-4.23,3.46957,-15.68,1801.98,-9.972,3005.08,2.8515,-0.729,0,-1684.35,9166.8,0,179.466,6.7824,-44187.528,-9.3494,-306.63,1815.44,9.4752,-2.268,,FALSE
-4.23,3.7679,-14.20497,1662.634,-5.81,2415.78,4.5438,-3.0048,1,-2801.65,11195.1,0,189.56,6.9416,-43820.73,-8.596,2199.45,2978.14,9.9294,-2.27,,TRUE
-1.23,4.0415,-16.442,1680.116,-6.884,2624.34,4.5291,-2.4414,0,-2720.55,5371.2,1,209.54,8.358,-44256.87,-9.1096,1329.45,2327.94,9.4974,-3.0158,,TRUE
-1.23,3.48158,-23.967,1332.48,-6.1216,2367.68,3.4092,-0.9948,1,-584.65,11453.97,0,162.88,7.0548,-44004.42,-9.0552,191.25,2562.14,14.247,-3.976,,FALSE
-1.23,3.6311,-19.68,1632.42,-6.546,2684.7,2.9667,-1.4214,1,-2581.34,11558.61,1,220.48,10.682,-42162.63,-9.0752,921.45,2344.14,13.851,-1.93634,-16.52,TRUE
-4.23,4.0128,-11.472,1651.21,-6.2424,2112.68,3.1866,-2.2914,1,-2613.75,11228.4,1,168.434,6.6208,-44279.82,-8.3758,1378.65,1693.36,15.177,-5.198,,FALSE
-1.23,3.7221,-18.758,1677.767,-6.966,2448.88,2.6301,-2.4108,1,-2605.03,11477.76,0,168.73,6.518,-44150.763,-9.2034,430.95,1751.32,12.102,-2.7226,-14.16,FALSE
-4.23,4.0106,-5.909,2596.18,-5.916,2825.58,9.708,-0.41727,1,-2648.75,10164.3,1,184.46,9.156,-44163.561,-8.4746,274.35,1583.94,10.5411,-2.2064,,FALSE
-4.23,3.8339,-9.519,1678.892,-6.3434,2944.88,2.46225,-7.047,1,-2235.05,9270,0,173.254,7.8764,-43863.24,-8.005,-1228.05,2477.34,10.2753,-4.118,,TRUE
-4.23,5.467,-12.663,1833.78,-6.6804,2811.2,7.056,-1.2165,0,-2469.45,11187.3,1,163.766,11.752,-42906.33,-8.8314,-942.15,1772.26,13.917,-2.2968,,FALSE
-4.23,4.916,-1.71,1733.35,-6.3704,3020.58,3.5232,-2.1603,0,-2478.42,10237.2,0,224.52,7.0798,-44109.36,-14.552,-212.67,1759.48,10.5582,-1.742548,,FALSE
-4.23,3.742,-16.928,1741.95,-6.8024,3823.78,6.69,-1.7961,0,-2558.88,11342.46,0,186.42,6.1278,-44138.601,-11.226,-32.64,1751.38,11.0355,-1.78294,,FALSE
-1.23,3.47977,-18.452,1407.88,-6.9668,2561.88,2.59431,-0.6087,0,-1233.65,11142.6,1,174.834,6.3518,-44151.693,-10.464,-12.36,2267.14,13.647,-1.748544,,TRUE
-4.23,3.6644,-18.064,1720.42,-5.5514,2921.68,2.53698,-2.1273,0,-1735.05,9273.6,0,167.756,8.896,-44314.89,-8.1788,-3767.25,1478.34,10.7472,-3.074,-15.83,TRUE
-4.23,4.931,-12.624,1677.485,-7.594,2315.68,5.949,-2.7141,0,-2551.39,1375.2,1,170.888,6.6754,-44151.861,-8.3658,695.85,1644.26,9.3375,-6.06,,FALSE
-4.23,3.46507,-15.0458,2097.68,-7.177,2706.42,4.8039,-0.32349,0,-3403.25,11967.3,1,172.142,10.44,-44096.1,-8.3298,1506.15,1808.56,9.8931,-1.86406,,FALSE
-4.23,3.44895,-16.169,1684.87,-8.386,2952.98,2.6151,-3.219,1,-604.65,12539.1,1,205.04,7.5676,-44162.762,-8.4154,-92.31,2014.64,9.6327,-2.3708,,TRUE
-4.23,6.717,-16.127,1557.88,-6.9196,2691.36,7.287,-2.3085,0,-2456.49,11311.5,0,168.596,12.14,-44183.943,-10.63,-22.62,2553.54,17.721,-1.7738,,TRUE
-1.23,3.6192,-17.006,1626.86,-8.784,2601.18,3.3672,-3.744,0,-1798.25,11709.66,1,174.744,7.334,-43995.69,-11.076,-173.721,1826.126,18.54,-1.7837,-15.2,FALSE
-1.23,3.8463,-13.4589,1710.78,-5.674,3567.88,5.931,-6.405,0,-2764.45,10671.9,1,192.34,6.329,-44125.59,-7.7797,3078.75,1561.34,11.7402,-2.2372,-14.57,TRUE
-1.23,7.83,-21.321,1741.79,-6.1814,2628.7,4.8153,-1.5,0,-2555.75,11091.6,1,163.738,7.217,-44142.201,-9.3728,1343.55,2905.54,14.262,-2.5714,,TRUE
-4.23,3.9869,-14.6673,1748.64,-6.3464,2836.48,5.2005,-4.089,1,-2777.95,11090.4,1,215.76,8.648,-44067.12,-10.802,44.4,1610.74,15.96,-2.4702,-15.2,FALSE
-1.23,4.625,-13.5102,1726.29,-6.685,3526.98,3.1287,-2.5845,1,-2505.124,11491.02,0,173.136,6.4612,-44109.72,-7.9634,1069.05,2279.34,22.035,-4.39,,FALSE
-4.23,3.8888,-14.0525,1828.18,-10.898,2887.58,3.5637,-2.3232,0,-2894.65,12275.1,1,164.034,8.34,-44153.103,-8.3466,1729.35,1824.32,9.5682,-1.80228,,FALSE
-1.23,4.788,-5.386,1727.44,-5.9782,2499.38,5.673,-1.5189,1,-2613.85,12479.7,0,170.122,6.4056,-44352.63,-8.5952,2306.85,2557.54,10.7292,-1.75844,,FALSE
-1.23,3.942,-20.38,1671.886,-7.1568,2669.74,4.8861,-4.209,1,-2688.55,10832.4,1,172.504,9.68,-44250.66,-8.0648,3978.75,2265.54,12.285,-1.82582,,TRUE
-1.23,4.1329,-8.015,1665.694,-5.8348,2546.18,12.276,-4.023,1,-2647.75,11612.028,0,173.328,7.5512,-44168.334,-8.4464,2467.95,2825.14,21.807,-2.6128,,FALSE
-1.23,3.7846,-13.012,1506.88,-6.1392,2244.18,6.819,-0.5271,0,-2463.44,9768.6,1,170.238,6.5096,-44238.57,-8.777,218.55,1793.24,10.848,-1.7405682,,TRUE
-4.23,5.783,-17.041,1931.08,-6.2504,2929.38,4.2339,-0.7248,1,-2496.59,11877.51,1,161.8498,7.7972,-44114.22,-11.274,-149.18079,1701.34,13.755,-2.773,,FALSE
-1.23,3.7541,-12.644,1950.88,-5.9,2958.78,8.316,-1.3227,0,-2835.35,4960.2,1,169.684,8.064,-44246.76,-8.066,613.35,1732.76,9.4746,-1.9962,-12.97,TRUE
-4.23,4.831,-7.308,1712.47,-6.9584,2971.38,4.7451,-3.0513,1,-2439.2,6106.2,0,168.394,7.7062,-44091.3,-9.3952,-723.45,1811.98,9.5871,-2.2966,-16.77,FALSE
-1.23,3.6017,-13.3901,1856.28,-5.558,2966.18,8.895,-1.2813,0,-3096.75,12177,0,167.196,7.2932,-44069.43,-8.9576,1170.75,4177.54,9.7245,-2.1834,-13.66,FALSE
-4.23,3.48391,-11.878,1507.98,-7.1444,1542.78,3.5937,-1.6113,0,-1107.65,4171.2,1,175.928,6.2596,-44173.74,-9.3166,184.95,2282.94,9.4866,-4.792,,TRUE
-4.23,3.594,-15.0118,1678.988,-6.1794,2858.88,4.4817,-2.9271,0,-2310.45,14565,0,167.226,7.3366,-44364.66,-7.9052,3261.75,2535.14,9.8142,-1.7406248,,FALSE
-1.23,3.574,-16.461,1675.653,-13.698,2861.38,5.667,-5.286,1,-1756.65,12549.6,0,181.36,8.362,-44133.933,-9.0916,-273.9,1869.4,11.0145,-3.576,,FALSE
-4.23,6.59,-20.296,1651.03,-7.492,2236.38,5.481,-4.653,0,-2504.73,11109,0,163.396,6.6578,-44203.38,-8.2436,594.45,1755.02,13.788,-2.182,,TRUE
-1.23,3.4994,-3.89,1697.32,-7.65,3784.78,4.6224,-10.983,1,-3300.85,12083.7,1,171.186,6.437,-44188.905,-7.958,1769.55,1763.3,12.681,-3.675,,FALSE
-4.23,4.1665,-19.057,1693.28,-6.4608,2703.49,7.071,-5.112,1,-2676.05,11777.58,1,183.64,11.156,-44103.78,-8.2748,2385.45,1783.52,15.384,-6.002,,FALSE
-4.23,5.706,-18.461,1801.18,-8.334,3119.28,4.0857,-0.9342,1,-2476.79,9794.7,0,161.3696,6.8644,-44069.07,-8.7042,-785.55,1868.94,10.9479,-1.754206,,FALSE
-4.23,4.004,-6.796,1688.25,-8.492,3181.38,5.1456,-2.7168,1,-2368.05,10007.4,1,169.918,6.635,-44235.54,-9.79,-213.99,2020.04,10.7928,-2.7238,,TRUE
-4.23,5.317,-16.725,1124.08,-6.4508,2633.88,2.47347,-0.5316,0,-2458.87,12938.1,0,194.98,11.282,-43997.04,-10.868,69.3,1716.4,10.167,-3.2552,-15.61,FALSE
-1.23,3.5707,-20.227,1880.28,-6.1506,3152.78,4.6557,-1.374,0,-3555.65,9465.3,0,169.564,6.4336,-44126.67,-11.318,257.55,2059.94,10.3497,-1.77904,,TRUE
-1.23,3.9563,-14.4229,1699.68,-7.1932,2646.28,5.229,-4.629,1,-2773.45,8473.2,1,186.88,7.8444,-44255.49,-7.8088,5337.75,1711.98,10.0092,-2.4002,-14.05,FALSE
-1.23,4.394,-26.38,1678.821,-12.582,2825.28,5.1888,-4.077,0,-2430.88,11054.1,0,287.18,8.378,-44332.92,-8.3402,-151.8033,1924.46,13.893,-1.87932,,TRUE
-1.23,5.659,-20.927,1668.232,-7.454,3130.18,3.3957,-2.2986,0,-2461.06,9555,0,161.917,6.613,-42936.03,-9.712,-231.15,2203.74,10.74,-2.3678,,TRUE
-4.23,3.4809,-20.261,1684.91,-6.461,2756.7,3.1563,-2.8851,1,-1117.65,11956.8,0,186.08,15.156,-44112.81,-12.536,-168.483,2122.14,13.458,-3.075,-15.52,TRUE
-1.23,4.935,-16.741,1891.48,-11.75,3001.58,6.876,-1.4823,0,-2614.95,12148.5,1,199.64,7.3298,-43817.43,-9.4312,641.85,1863.38,9.699,-2.9658,-14.18,FALSE
-4.23,4.331,-17.074,1693.04,-5.8826,2853.08,2.8263,-1.7031,1,-2401.25,11049.3,0,165.008,6.895,-44071.8,-8.8122,-824.55,884.34,11.0013,-1.78606,-15.5,FALSE
-4.23,4.64,-14.8822,903.48,-5.4375,1921.08,2.8419,-0.3648,0,-2432.54,12790.2,0,175.138,6.3918,-44166.759,-8.8626,286.95,1138.34,9.9888,-2.7306,-13.01,FALSE
-4.23,7.211,-12.838,1678.695,-6.6888,3034.78,6.729,-11.316,0,-2492.59,11767.92,1,164.326,7.364,-44173.005,-8.1066,346.95,2292.34,11.3109,-3,-16.37,TRUE
-4.23,6.064,-20.809,2775.48,-7.982,3098.78,3.2007,-0.41985,1,-2572.42,11793.48,1,184.04,6.981,-44165.577,-8.233,2035.05,1876.66,10.7088,-3.2456,-13.7,FALSE
-4.23,3.7602,-17.265,1702.76,-5.7912,2617.61,7.164,-5.808,1,-3088.15,9126,0,194.36,7.1614,-44338.29,-10.084,559.65,1568.14,10.2516,-1.81614,-14.46,FALSE
-1.23,5.671,-15.856,1705.16,-5.9906,3484.88,2.985,-5.412,1,-2442.19,10033.5,0,170.2,6.957,-44290.95,-9.2224,-1236.45,2030.26,11.5032,-3.752,,TRUE
-1.23,3.9031,-26.29,1688.14,-9.176,2866.48,4.1556,-7.188,0,-2683.15,17074.2,1,174.902,7.5596,-44156.898,-11.836,371.85,2087.14,9.4632,-1.85326,-13.27,FALSE
-1.23,4.481,-13.5151,1695.16,-7.19,2711.072,4.1265,-2.5785,0,-2518.561,3820.2,0,170.696,6.8328,-43985.16,-11.694,-119.343,1741.24,9.4818,-5.762,,TRUE
-1.23,4.746,-18.474,1924.38,-5.69,3184.78,2.48385,-1.1757,0,-2570.37,11701.02,1,176.246,7.069,-44047.2,-8.4652,951.45,2721.34,14.133,-1.7405088,-14.45,FALSE
-4.23,4.482,-14.8344,1737.23,-13.828,2718.161,3.0957,-3.0315,0,-2730.75,6616.2,0,176.256,7.013,-44194.86,-8.6702,2198.55,1926.28,9.663,-2.9354,,TRUE
-4.23,3.8097,-22.416,1662.614,-6.0264,2529.08,3.4521,-3.753,1,-2717.15,2497.2,1,182.7,7.6014,-44160.615,-13.098,162.15,2444.14,9.3711,-2.5334,,TRUE
-4.23,3.861,-17.249,1780.88,-6.7734,2866.68,3.8241,-3.249,1,-2870.45,8723.7,0,160.8838,8.776,-44372.34,-7.8146,2868.75,1791.26,10.3323,-2.3116,-12.43,FALSE
-4.23,4.1726,-5.072,1691.8,-9.212,2865.88,7.41,-4.818,1,-2415.43,11641.947,1,168.846,9.516,-44199.06,-8.7662,255.45,2106.94,14.766,-2.4028,-17.66,TRUE
-1.23,4.3404,-7.229,1528.38,-9.072,2651.12,4.5207,-1.0425,1,-2405.35,8434.2,0,169.6,9.828,-44421.24,-14.928,-175.365,1821.862,10.2012,-1.89278,-17.69,TRUE
-4.23,4.1518,-13.007,1655.71,-9.732,2630.57,2.6856,-8.235,1,-2382.95,12635.4,1,162.686,6.7864,-44586.33,-14.174,-7.59,1996.94,9.9324,-2.8612,-15.15,TRUE
